(1, 557)
(1, 400)
(1, 100)
(1, 100)
(1, 60)
(1, 0)
(1, 0)
(1, 0)
(1, 0)
(1, 0)
(1, 0)
(1, 0)
(1, 0)
(1, 0)
(1, 0)
(2, 2000)
(2, 2000)
(2, 2000)
(2, 2000)
(2, 2000)
(2, 2000)
(2, 2000)
(2, 2000)
(2, 2000)
(2, 2000)
(2, 2000)
(2, 2000)
(2, 2000)
(2, 2000)
(3, 608)
(3, 600)
(3, 588)
(3, 500)
(3, 300)
(3, 300)
(3, 300)
(3, 299)
(3, 200)
(3, 100)
(3, 100)
(3, 0)
(3, 0)
(3, 0)
(4, 2000)
(4, 2000)
(4, 2000)
(4, 2000)
(4, 2000)
(4, 2000)
(4, 2000)
(4, 2000)
(4, 2000)
(4, 2000)
(4, 2000)
(4, 2000)
(5, 1900)
(5, 1898)
(5, 1800)
(5, 1800)
(5, 1800)
(5, 1800)
(5, 1800)
(5, 1800)
(5, 1800)
(5, 1800)
(5, 1800)
(5, 1800)
(6, 1887)
(5, 996)
(5, 500)
(5, 500)
(5, 400)
(5, 400)
(5, 200)
(5, 185)
(5, 100)
(5, 100)
(5, 100)
(5, 100)
(5, 0)
(6, 2000)
(6, 780)
(6, 2000)
(6, 780)
(6, 2000)
(6, 780)
(6, 2000)
(6, 780)
(6, 2000)
(6, 780)
(6, 2000)
(6, 780)
(6, 2000)
(6, 780)
(6, 2000)
(6, 780)
(6, 2000)
(6, 780)
(6, 2000)
(6, 780)
(6, 2000)
(6, 780)
(7, 1873)
(7, 1821)
(7, 1800)
(7, 1800)
(7, 1800)
(7, 1800)
(7, 1800)
(7, 1800)
(7, 1800)
(7, 1800)
(7, 1800)
(7, 500)
(8, 1800)
(9, 1818)
(8, 1040)
(9, 2000)
(9, 500)
(9, 2000)
(9, 500)
(9, 2000)
(9, 500)
(9, 2000)
(9, 500)
(9, 2000)
(9, 500)
(9, 2000)
(9, 500)
(9, 2000)
(9, 500)
(9, 2000)
(9, 500)
(9, 2000)
(9, 500)
(10, 1831)
(10, 1826)
(10, 1815)
(10, 1800)
(10, 1800)
(10, 1800)
(10, 1800)
(10, 1800)
(10, 1800)
(10, 382)
(11, 2000)
(11, 1800)
(12, 2000)
(12, 1800)
(12, 1818)
(12, 1618)
(13, 986)
(13, 682)
(14, 2000)
(14, 2000)
(14, 2000)
(14, 2000)
(14, 2000)
(14, 2000)
(14, 2000)
(14, 2000)
(14, 2000)
(15, 1811)
(15, 1800)
(15, 1800)
(15, 1800)
(15, 1800)
(15, 1800)
(15, 1800)
(15, 1800)
(15, 1800)
(16, 2000)
(16, 1800)
(17, 2000)
(17, 1800)
(17, 1818)
(17, 1618)
(17, 684)
(17, 400)
(18, 2000)
(18, 582)
(18, 400)
(18, 2000)
(18, 582)
(18, 400)
(18, 2000)
(18, 582)
(18, 400)
(18, 2000)
(18, 582)
(18, 400)
(18, 2000)
(18, 582)
(18, 400)
(18, 2000)
(18, 582)
(18, 400)
(18, 2000)
(18, 582)
(18, 400)
(18, 2000)
(18, 582)
(18, 400)
(18, 2000)
(18, 582)
(18, 400)
(19, 1854)
(19, 1821)
(19, 1800)
(19, 1800)
(19, 1800)
(19, 1800)
(19, 1800)
(19, 1800)
(19, 1800)
(20, 2000)
(20, 1891)
(21, 2000)
(21, 1800)
(21, 1818)
(21, 1618)
(22, 882)
(22, 600)
(23, 2000)
(23, 2000)
(23, 2000)
(23, 2000)
(23, 2000)
(23, 2000)
(23, 2000)
(23, 2000)
(24, 1861)
(24, 1835)
(24, 1800)
(24, 1800)
(24, 1800)
(24, 1800)
(24, 1800)
(24, 1800)
(25, 2000)
(24, 1772)
(24, 1661)
(24, 1635)
(24, 1600)
(24, 1600)
(24, 1600)
(24, 1600)
(24, 1600)
(25, 2000)
(25, 1800)
(25, 2000)
(25, 1800)
(25, 1818)
(25, 1618)
(23, 800)
(24, 2000)
(24, 661)
(24, 400)
(24, 235)
(24, 208)
(24, 200)
(24, 0)
(24, 0)
(24, 0)
(24, 2000)
(24, 661)
(24, 400)
(24, 235)
(24, 208)
(24, 0)
(24, 0)
(24, 0)
(24, 2000)
(24, 661)
(24, 400)
(24, 235)
(24, 208)
(24, 0)
(24, 0)
(24, 2000)
(24, 661)
(24, 235)
(24, 208)
(24, 0)
(24, 0)
(24, 2000)
(24, 661)
(24, 235)
(24, 208)
(24, 0)
(24, 2000)
(24, 661)
(24, 235)
(24, 0)
(24, 2000)
(24, 661)
(24, 235)
(25, 1949)
(25, 1930)
(25, 1930)
(25, 1930)
(25, 1930)
(25, 1930)
(25, 1930)
(25, 330)
(25, 230)
(26, 1870)
(26, 382)
(26, 200)
(26, 200)
(26, 0)
(27, 2000)
(25, 1790)
(25, 1700)
(25, 1619)
(25, 1600)
(25, 1600)
(25, 1600)
(25, 1600)
(25, 0)
(26, 2000)
(26, 1770)
(26, 182)
(26, 0)
(26, 0)
(26, 2000)
(26, 1770)
(26, 182)
(26, 0)
(26, 1818)
(26, 1695)
(26, 0)
(24, 700)
(25, 2000)
(25, 419)
(25, 300)
(25, 200)
(25, 200)
(25, 190)
(25, 0)
(25, 0)
(25, 2000)
(25, 419)
(25, 300)
(25, 200)
(25, 190)
(25, 0)
(25, 0)
(25, 2000)
(25, 419)
(25, 300)
(25, 190)
(25, 0)
(25, 0)
(25, 2000)
(25, 419)
(25, 190)
(25, 0)
(25, 0)
(25, 2000)
(25, 190)
(25, 0)
(25, 0)
(25, 2000)
(25, 190)
(25, 0)
(25, 2000)
(25, 190)
(25, 1930)
(26, 1870)
(26, 1800)
(26, 1800)
(26, 1800)
(26, 1800)
(26, 1800)
(26, 1800)
(26, 1800)
(26, 600)
(27, 2000)
(27, 882)
(27, 300)
(27, 200)
(26, 1781)
(26, 1700)
(26, 1670)
(26, 1600)
(26, 1600)
(26, 1600)
(26, 1600)
(26, 1600)
(26, 400)
(27, 2000)
(27, 1800)
(27, 782)
(27, 100)
(27, 0)
(27, 2000)
(27, 1800)
(27, 782)
(27, 0)
(28, 1836)
(28, 1818)
(28, 1618)
(27, 1100)
(27, 200)
(28, 2000)
(28, 562)
(28, 500)
(28, 200)
(28, 2000)
(28, 562)
(28, 500)
(28, 200)
(28, 2000)
(28, 562)
(28, 500)
(28, 200)
(28, 2000)
(28, 562)
(28, 500)
(28, 200)
(28, 2000)
(28, 562)
(28, 500)
(28, 200)
(28, 2000)
(28, 562)
(28, 500)
(28, 200)
(28, 2000)
(28, 562)
(28, 500)
(28, 200)
(29, 1938)
(29, 1930)
(29, 1930)
(29, 1930)
(29, 1930)
(29, 1930)
(29, 1930)
(29, 512)
(30, 1870)
(31, 2000)
(30, 1770)
(31, 2000)
(31, 1800)
(31, 2000)
(31, 1800)
(31, 1818)
(31, 1618)
(32, 1000)
(32, 725)
(32, 600)
(32, 200)
(33, 2000)
(33, 2000)
(33, 2000)
(33, 2000)
(33, 2000)
(33, 2000)
(33, 2000)
(34, 1952)
(34, 1930)
(34, 1930)
(34, 1930)
(34, 1930)
(34, 1930)
(34, 1930)
(35, 1870)
(36, 2000)
(36, 1800)
(37, 2000)
(37, 1800)
(37, 1829)
(37, 1618)
(38, 1982)
(38, 1800)
(37, 811)
(37, 300)
(38, 2000)
(38, 782)
(38, 400)
(38, 2000)
(38, 782)
(38, 400)
(38, 2000)
(38, 782)
(38, 400)
(38, 2000)
(38, 782)
(38, 400)
(38, 2000)
(38, 782)
(38, 400)
(38, 2000)
(38, 782)
(38, 400)
(38, 2000)
(38, 782)
(38, 400)
(38, 1930)
(38, 812)
(38, 330)
(39, 1899)
(39, 1883)
(39, 1848)
(39, 1800)
(39, 1800)
(39, 1800)
(39, 1800)
(39, 1800)
(39, 400)
(40, 2000)
(38, 1784)
(38, 482)
(38, 100)
(39, 2000)
(39, 1783)
(39, 1710)
(39, 1700)
(39, 1648)
(39, 1600)
(39, 1600)
(39, 1600)
(39, 1600)
(39, 200)
(39, 1818)
(39, 1657)
(39, 1528)
(39, 1518)
(39, 1518)
(39, 1466)
(39, 1418)
(39, 1418)
(39, 1418)
(39, 118)
(40, 1982)
(40, 1800)
(40, 1600)
(40, 1000)
(40, 582)
(40, 400)
(41, 2000)
(41, 500)
(41, 600)
(41, 2000)
(41, 500)
(41, 600)
(41, 2000)
(41, 500)
(41, 600)
(41, 2000)
(41, 500)
(41, 600)
(41, 2000)
(41, 500)
(41, 600)
(41, 2000)
(41, 500)
(41, 600)
(41, 2000)
(41, 500)
(41, 600)
(41, 1930)
(41, 430)
(41, 530)
(42, 1870)
(42, 1800)
(42, 1800)
(42, 1800)
(42, 1800)
(42, 1800)
(42, 1800)
(42, 1800)
(43, 2000)
(44, 1893)
(45, 2000)
(45, 1818)
(46, 1982)
(46, 1800)
(47, 1000)
(48, 2000)
(48, 2000)
(48, 2000)
(48, 2000)
(48, 2000)
(48, 2000)
(48, 2000)
(49, 1957)
(49, 1954)
(49, 1930)
(49, 1930)
(49, 1930)
(49, 1930)
(49, 1930)
(49, 1714)
(49, 1713)
(49, 1677)
(49, 1641)
(49, 1614)
(49, 1614)
(49, 1614)
(50, 1986)
(50, 1670)
(51, 2000)
(51, 2000)
(50, 1874)
(50, 1470)
(51, 1818)
(51, 1618)
(51, 800)
(51, 400)
(52, 2000)
(52, 782)
(52, 573)
(52, 400)
(52, 2000)
(52, 782)
(52, 573)
(52, 400)
(52, 2000)
(52, 782)
(52, 573)
(52, 400)
(52, 2000)
(52, 782)
(52, 573)
(52, 400)
(52, 2000)
(52, 782)
(52, 573)
(52, 400)
(52, 2000)
(52, 782)
(52, 573)
(52, 400)
(52, 1954)
(52, 712)
(52, 503)
(52, 330)
(53, 1929)
(53, 1824)
(53, 1814)
(53, 1800)
(53, 1800)
(53, 1800)
(53, 1800)
(54, 1814)
(55, 1986)
(56, 2000)
(56, 2000)
(57, 1886)
(57, 1800)
(57, 1802)
(57, 1618)
(57, 1000)
(57, 705)
(58, 2000)
(58, 1082)
(58, 1003)
(58, 2000)
(58, 1082)
(58, 1003)
(58, 2000)
(58, 1082)
(58, 1003)
(58, 2000)
(58, 1082)
(58, 1003)
(58, 1952)
(58, 1034)
(58, 955)
(59, 1978)
(59, 1930)
(59, 1930)
(59, 1930)
(59, 1930)
(60, 1870)
(61, 1814)
(62, 1986)
(63, 2000)
(63, 2000)
(63, 2000)
(63, 1800)
(64, 1853)
(64, 1618)
(64, 1618)
(64, 1618)
(65, 1168)
(66, 2000)
(66, 2000)
(66, 2000)
(66, 2000)
(66, 1952)
(67, 1860)
(67, 1800)
(67, 1800)
(67, 1800)
(67, 1800)
(68, 1814)
(69, 1986)
(70, 2000)
(70, 2000)
(70, 2000)
(71, 1853)
(71, 1800)
(71, 1800)
(70, 1755)
(71, 1716)
(71, 1423)
(71, 1299)
(71, 1246)
(72, 1518)
(72, 800)
(73, 2000)
(73, 2000)
(73, 2000)
(74, 1855)
(74, 1800)
(74, 1800)
(75, 1952)
(76, 1862)
(77, 1986)
(78, 2000)
(78, 1894)
(79, 1906)
(79, 1800)
(80, 2000)
(77, 1779)
(78, 1910)
(78, 1630)
(79, 1674)
(79, 1716)
(79, 1246)
(80, 1154)
(80, 600)
(81, 2000)
(81, 951)
(81, 2000)
(81, 951)
(81, 2000)
(81, 951)
(81, 1800)
(81, 851)
(82, 1952)
(82, 1752)
(82, 1752)
(82, 1752)
(83, 1862)
(84, 1986)
(85, 2000)
(85, 1894)
(86, 1906)
(86, 1800)
(87, 2000)
(87, 1885)
(88, 1910)
(88, 1844)
(87, 1653)
(88, 1376)
(88, 980)
(88, 914)
(89, 2000)
(89, 1270)
(89, 2000)
(89, 1270)
(89, 1800)
(89, 1170)
(90, 2000)
(90, 1800)
(90, 1800)
(90, 1952)
(90, 1752)
(90, 1752)
